fecha_xm,periodo,precio_cop_kwh
2023-10-26,10,737.32766
2023-10-26,11,848.40666
2023-10-26,12,848.40666
2023-10-26,13,848.40666
2023-10-26,14,848.40666
2023-10-26,15,848.40666
2023-10-26,16,848.40666
2023-10-26,17,848.40666
2023-10-26,18,848.40666
2023-10-26,19,968.40666
2023-10-26,20,1198.40666
2023-10-26,21,848.40666
2023-10-26,22,848.40666
2023-10-26,23,737.32766
2023-10-26,24,697.40666
2023-10-27,1,501.60752
2023-10-27,2,501.60752
2023-10-27,3,501.60752
2023-10-27,4,501.60752
2023-10-27,5,501.60752
2023-10-27,6,501.60752
2023-10-27,7,501.60752
2023-10-27,8,632.60752
2023-10-27,9,632.60752
2023-10-27,10,745.66452
2023-10-27,11,632.60752
2023-10-27,12,751.60752
2023-10-27,13,749.80352
2023-10-27,14,751.60752
2023-10-27,15,933.60752
2023-10-27,16,933.60752
2023-10-27,17,751.60752
2023-10-27,18,632.60752
2023-10-27,19,755.77352
2023-10-27,20,933.60752
2023-10-27,21,755.77352
2023-10-27,22,632.60752
2023-10-27,23,632.60752
2023-10-27,24,632.60752
2023-10-28,1,296.98175
2023-10-28,2,296.98175
2023-10-28,3,296.98175
2023-10-28,4,296.98175
2023-10-28,5,296.98175
2023-10-28,6,296.98175
2023-10-28,7,310.30975
2023-10-28,8,410.56075
2023-10-28,9,426.36775
2023-10-28,10,413.63975
2023-10-28,11,444.16975
2023-10-28,12,748.67275
2023-10-28,13,656.96575
2023-10-28,14,606.52875
2023-10-28,15,606.52875
2023-10-28,16,655.98175
2023-10-28,17,606.52875
2023-10-28,18,706.98175
2023-10-28,19,956.98175
2023-10-28,20,706.98175
2023-10-28,21,655.98175
2023-10-28,22,426.36775
2023-10-28,23,410.56075
2023-10-28,24,310.30975
2023-10-29,1,292.55684
2023-10-29,2,292.55684
2023-10-29,3,292.55684
2023-10-29,4,292.55684
2023-10-29,5,292.55684
2023-10-29,6,292.55684
2023-10-29,7,292.55684
2023-10-29,8,292.55684
2023-10-29,9,292.55684
2023-10-29,10,292.55684
2023-10-29,11,292.55684
2023-10-29,12,292.55684
2023-10-29,13,292.55684
2023-10-29,14,292.55684
2023-10-29,15,292.55684
2023-10-29,16,292.55684
2023-10-29,17,292.55684
2023-10-29,18,292.55684
2023-10-29,19,952.55684
2023-10-29,20,952.55684
2023-10-29,21,651.55684
2023-10-29,22,305.88484
2023-10-29,23,305.88484
2023-10-29,24,292.55684
2023-10-30,1,274.12049
2023-10-30,2,274.12049
2023-10-30,3,274.12049
2023-10-30,4,274.12049
2023-10-30,5,274.12049
2023-10-30,6,274.12049
2023-10-30,7,274.12049
2023-10-30,8,454.23049
2023-10-30,9,709.13049
2023-10-30,10,472.84449
2023-10-30,11,735.83049
2023-10-30,12,454.23049
2023-10-30,13,709.13049
2023-10-30,14,709.13049
2023-10-30,15,748.24049
2023-10-30,16,748.24049
2023-10-30,17,748.24049
2023-10-30,18,748.24049
2023-10-30,19,748.24049
2023-10-30,20,748.24049
2023-10-30,21,748.24049
2023-10-30,22,554.13049
2023-10-30,23,454.23049
2023-10-30,24,454.23049
2023-10-31,1,105.41225
2023-10-31,2,105.41225
2023-10-31,3,266.39225
2023-10-31,4,232.34425
2023-10-31,5,275.40225
2023-10-31,6,275.40225
2023-10-31,7,275.40225
2023-10-31,8,455.51225
2023-10-31,9,455.51225
2023-10-31,10,455.51225
2023-10-31,11,655.41225
2023-10-31,12,655.41225
2023-10-31,13,655.41225
2023-10-31,14,655.69325
2023-10-31,15,710.41225
2023-10-31,16,710.41225
2023-10-31,17,710.41225
2023-10-31,18,710.41225
2023-10-31,19,1018.72925
2023-10-31,20,1006.41225
2023-10-31,21,655.69325
2023-10-31,22,555.41225
2023-10-31,23,308.74025
2023-10-31,24,296.54325
2023-11-01,1,110.02194
2023-11-01,2,110.02394
2023-11-01,3,110.02394
2023-11-01,4,110.02394
2023-11-01,5,110.02394
2023-11-01,6,110.02394
2023-11-01,7,110.02394
2023-11-01,8,245.88394
2023-11-01,9,314.23194
2023-11-01,10,715.90394
2023-11-01,11,715.90394
2023-11-01,12,715.90394
2023-11-01,13,618.65694
2023-11-01,14,618.65694
2023-11-01,15,739.66294
2023-11-01,16,739.66294
2023-11-01,17,739.66294
2023-11-01,18,739.66294
2023-11-01,19,739.66294
2023-11-01,20,739.66294
2023-11-01,21,618.65694
2023-11-01,22,314.23194
2023-11-01,23,110.02394
2023-11-01,24,110.02394
2023-11-02,1,104.36476
2023-11-02,2,104.36476
2023-11-02,3,104.36476
2023-11-02,4,104.36476
2023-11-02,5,104.36476
2023-11-02,6,107.01076
2023-11-02,7,104.36476
2023-11-02,8,357.83276
2023-11-02,9,617.83276
2023-11-02,10,617.83276
2023-11-02,11,617.83276
2023-11-02,12,617.83276
2023-11-02,13,617.83276
2023-11-02,14,707.83276
2023-11-02,15,729.69176
2023-11-02,16,618.83276
2023-11-02,17,618.83276
2023-11-02,18,617.83276
2023-11-02,19,729.69176
2023-11-02,20,707.83276
2023-11-02,21,407.83276
2023-11-02,22,407.83276
2023-11-02,23,152.05076
2023-11-02,24,111.14176
2023-11-03,1,104.59704
2023-11-03,2,104.59704
2023-11-03,3,104.59704
2023-11-03,4,104.59704
2023-11-03,5,104.59704
2023-11-03,6,107.84304
2023-11-03,7,107.86504
2023-11-03,8,236.82004
2023-11-03,9,243.04504
2023-11-03,10,311.39304
2023-11-03,11,408.06504
2023-11-03,12,408.06504
2023-11-03,13,311.39304
2023-11-03,14,408.06504
2023-11-03,15,408.06504
2023-11-03,16,485.19804
2023-11-03,17,618.06504
2023-11-03,18,408.06504
2023-11-03,19,585.09404
2023-11-03,20,408.06504
2023-11-03,21,408.06504
2023-11-03,22,311.39304
2023-11-03,23,150.36904
2023-11-03,24,107.86504
2023-11-04,1,244.50354
2023-11-04,2,244.50354
2023-11-04,3,109.21054
2023-11-04,4,104.84654
2023-11-04,5,103.84654
2023-11-04,6,104.84654
2023-11-04,7,109.21054
2023-11-04,8,599.55754
2023-11-04,9,616.84654
2023-11-04,10,616.84654
2023-11-04,11,616.84654
2023-11-04,12,617.03754
2023-11-04,13,616.84654
2023-11-04,14,599.55754
2023-11-04,15,738.60054
2023-11-04,16,599.55754
2023-11-04,17,599.55754
2023-11-04,18,738.60054
2023-11-04,19,738.60054
2023-11-04,20,738.60054
2023-11-04,21,738.60054
2023-11-04,22,406.84654
2023-11-04,23,260.83454
2023-11-04,24,260.83454
2023-11-05,1,110.10931
2023-11-05,2,247.83531
2023-11-05,3,110.10931
2023-11-05,4,106.97131
2023-11-05,5,110.10931
2023-11-05,6,106.97031
2023-11-05,7,106.97031
2023-11-05,8,110.28231
2023-11-05,9,326.97331
2023-11-05,10,247.83531
2023-11-05,11,326.97331
2023-11-05,12,326.97331
2023-11-05,13,326.97331
2023-11-05,14,326.97331
2023-11-05,15,262.08931
2023-11-05,16,260.96131
2023-11-05,17,326.97331
2023-11-05,18,326.97331
2023-11-05,19,716.97331
2023-11-05,20,736.43731
2023-11-05,21,736.43731
2023-11-05,22,736.43731
2023-11-05,23,106.97031
2023-11-05,24,106.97031
2023-11-06,1,111.80566
2023-11-06,2,108.92766
2023-11-06,3,241.79166
2023-11-06,4,108.92766
2023-11-06,5,241.79166
2023-11-06,6,111.80566
2023-11-06,7,108.92766
2023-11-06,8,108.92766
2023-11-06,9,328.93066
2023-11-06,10,408.93066
2023-11-06,11,408.93066
2023-11-06,12,423.93066
2023-11-06,13,423.93066
2023-11-06,14,408.93066
2023-11-06,15,423.93066
2023-11-06,16,423.93066
2023-11-06,17,423.93066
2023-11-06,18,608.93066
2023-11-06,19,1068.93066
2023-11-06,20,1068.93066
2023-11-06,21,1067.93066
2023-11-06,22,718.93066
2023-11-06,23,383.78466
2023-11-06,24,328.93066
2023-11-07,1,112.94894
2023-11-07,2,112.94894
2023-11-07,3,112.94894
2023-11-07,4,112.94894
2023-11-07,5,241.70694
2023-11-07,6,268.06794
2023-11-07,7,316.27994
2023-11-07,8,427.95194
2023-11-07,9,605.66294
2023-11-07,10,427.95194
2023-11-07,11,605.66294
2023-11-07,12,715.07394
2023-11-07,13,724.53294
2023-11-07,14,724.53294
2023-11-07,15,822.95194
2023-11-07,16,822.95194
2023-11-07,17,916.95194
2023-11-07,18,916.95194
2023-11-07,19,1032.95194
2023-11-07,20,1032.95194
2023-11-07,21,822.95194
2023-11-07,22,605.66294
2023-11-07,23,343.21294
2023-11-07,24,332.95194
2023-11-08,1,106.5456
2023-11-08,2,106.5456
2023-11-08,3,106.5456
2023-11-08,4,103.1486
2023-11-08,5,106.5456
2023-11-08,6,247.4106
2023-11-08,7,235.3036
2023-11-08,8,336.8096
2023-11-08,9,421.5486
2023-11-08,10,421.5486
2023-11-08,11,616.7396
2023-11-08,12,421.5486
2023-11-08,13,421.5486
2023-11-08,14,718.1426
2023-11-08,15,616.7396
2023-11-08,16,718.1426
2023-11-08,17,891.5486
2023-11-08,18,718.1426
2023-11-08,19,891.5486
2023-11-08,20,891.5486
2023-11-08,21,891.5486
2023-11-08,22,616.7396
2023-11-08,23,406.5486
2023-11-08,24,326.5486
2023-11-09,1,382.85667
2023-11-09,2,382.85667
2023-11-09,3,382.85667
2023-11-09,4,382.85667
2023-11-09,5,382.85667
2023-11-09,6,402.85667
2023-11-09,7,382.85667
2023-11-09,8,403.61767
2023-11-09,9,417.85667
2023-11-09,10,482.85667
2023-11-09,11,613.04767
2023-11-09,12,613.04767
2023-11-09,13,562.85667
2023-11-09,14,562.85667
2023-11-09,15,718.39467
2023-11-09,16,718.39467
2023-11-09,17,718.39467
2023-11-09,18,718.39467
2023-11-09,19,1062.85667
2023-11-09,20,1062.85667
2023-11-09,21,1062.85667
2023-11-09,22,562.85667
2023-11-09,23,403.61767
2023-11-09,24,402.85667
2023-11-10,1,811.2007
2023-11-10,2,499.2007
2023-11-10,3,499.2007
2023-11-10,4,407.2007
2023-11-10,5,477.7257
2023-11-10,6,477.7257
2023-11-10,7,407.2007
2023-11-10,8,499.2007
2023-11-10,9,499.2007
2023-11-10,10,499.2007
2023-11-10,11,530.2007
2023-11-10,12,780.2007
2023-11-10,13,780.2007
2023-11-10,14,780.2007
2023-11-10,15,780.2007
2023-11-10,16,780.2007
2023-11-10,17,811.2007
2023-11-10,18,811.2007
2023-11-10,19,811.2007
2023-11-10,20,811.2007
2023-11-10,21,811.2007
2023-11-10,22,530.2007
2023-11-10,23,499.2007
2023-11-10,24,499.2007
2023-11-11,1,396.48963
2023-11-11,2,396.48963
2023-11-11,3,396.48963
2023-11-11,4,396.48963
2023-11-11,5,396.48963
2023-11-11,6,396.48963
2023-11-11,7,396.48963
2023-11-11,8,471.31163
2023-11-11,9,655.48963
2023-11-11,10,724.68863
2023-11-11,11,724.68863
2023-11-11,12,724.68863
2023-11-11,13,724.68863
2023-11-11,14,724.68863
2023-11-11,15,724.68863
2023-11-11,16,785.48963
2023-11-11,17,785.48963
2023-11-11,18,785.48963
2023-11-11,19,816.48963
2023-11-11,20,816.48963
2023-11-11,21,816.48963
2023-11-11,22,655.48963
2023-11-11,23,471.31163
2023-11-11,24,412.48963
2023-11-12,1,810.8672
2023-11-12,2,810.8672
2023-11-12,3,810.8672
2023-11-12,4,779.8672
2023-11-12,5,554.8672
2023-11-12,6,779.8672
2023-11-12,7,554.8672
2023-11-12,8,554.8672
2023-11-12,9,449.8672
2023-11-12,10,449.8672
2023-11-12,11,554.8672
2023-11-12,12,554.8672
2023-11-12,13,554.8672
2023-11-12,14,554.8672
2023-11-12,15,554.8672
2023-11-12,16,554.8672
2023-11-12,17,554.8672
2023-11-12,18,779.8672
2023-11-12,19,811.8672
2023-11-12,20,811.8672
2023-11-12,21,810.8672
2023-11-12,22,810.8672
2023-11-12,23,554.8672
2023-11-12,24,554.8672
2023-11-13,1,569.74911
2023-11-13,2,569.74911
2023-11-13,3,569.74911
2023-11-13,4,569.74911
2023-11-13,5,569.74911
2023-11-13,6,569.74911
2023-11-13,7,554.74911
2023-11-13,8,569.74911
2023-11-13,9,569.74911
2023-11-13,10,569.74911
2023-11-13,11,569.74911
2023-11-13,12,811.74911
2023-11-13,13,811.74911
2023-11-13,14,811.74911
2023-11-13,15,569.74911
2023-11-13,16,569.74911
2023-11-13,17,569.74911
2023-11-13,18,713.87611
2023-11-13,19,811.74911
2023-11-13,20,812.74911
2023-11-13,21,811.74911
2023-11-13,22,811.74911
2023-11-13,23,811.74911
2023-11-13,24,713.87611
2023-11-14,1,812.1792
2023-11-14,2,811.1792
2023-11-14,3,746.3752
2023-11-14,4,725.3202
2023-11-14,5,811.1792
2023-11-14,6,812.1792
2023-11-14,7,812.1792
2023-11-14,8,812.1792
2023-11-14,9,812.1792
2023-11-14,10,812.1792
2023-11-14,11,849.1792
2023-11-14,12,849.1792
2023-11-14,13,849.1792
2023-11-14,14,849.1792
2023-11-14,15,849.1792
2023-11-14,16,849.1792
2023-11-14,17,849.1792
2023-11-14,18,849.1792
2023-11-14,19,849.1792
2023-11-14,20,849.1792
2023-11-14,21,849.1792
2023-11-14,22,849.1792
2023-11-14,23,849.1792
2023-11-14,24,812.1792
2023-11-15,1,772.99925
2023-11-15,2,747.56125
2023-11-15,3,725.21925
2023-11-15,4,772.99925
2023-11-15,5,799.36525
2023-11-15,6,800.36525
2023-11-15,7,800.36525
2023-11-15,8,803.36525
2023-11-15,9,803.36525
2023-11-15,10,803.36525
2023-11-15,11,803.36525
2023-11-15,12,811.36525
2023-11-15,13,803.36525
2023-11-15,14,803.36525
2023-11-15,15,803.36525
2023-11-15,16,803.36525
2023-11-15,17,803.36525
2023-11-15,18,803.36525
2023-11-15,19,811.36525
2023-11-15,20,811.36525
2023-11-15,21,811.36525
2023-11-15,22,803.36525
2023-11-15,23,803.36525
2023-11-15,24,803.36525
2023-11-16,1,471.22673
2023-11-16,2,558.49773
2023-11-16,3,482.92973
2023-11-16,4,405.40473
2023-11-16,5,482.92973
2023-11-16,6,635.40473
2023-11-16,7,635.40473
2023-11-16,8,705.40473
2023-11-16,9,635.40473
2023-11-16,10,635.40473
2023-11-16,11,729.84073
2023-11-16,12,729.84073
2023-11-16,13,729.84073
2023-11-16,14,729.84073
2023-11-16,15,804.40473
2023-11-16,16,810.40473
2023-11-16,17,804.40473
2023-11-16,18,804.40473
2023-11-16,19,810.40473
2023-11-16,20,810.40473
2023-11-16,21,804.40473
2023-11-16,22,767.92873
2023-11-16,23,729.84073
2023-11-16,24,635.40473
2023-11-17,1,552.19812
2023-11-17,2,552.19812
2023-11-17,3,552.19812
2023-11-17,4,552.19812
2023-11-17,5,552.19812
2023-11-17,6,552.19812
2023-11-17,7,552.19812
2023-11-17,8,552.19812
2023-11-17,9,557.19812
2023-11-17,10,627.19812
2023-11-17,11,632.19812
2023-11-17,12,632.19812
2023-11-17,13,717.43612
2023-11-17,14,717.43612
2023-11-17,15,792.19812
2023-11-17,16,792.19812
2023-11-17,17,792.19812
2023-11-17,18,792.19812
2023-11-17,19,803.19812
2023-11-17,20,803.19812
2023-11-17,21,632.19812
2023-11-17,22,632.19812
2023-11-17,23,632.19812
2023-11-17,24,627.19812
2023-11-18,1,385.27822
2023-11-18,2,350.78922
2023-11-18,3,350.78922
2023-11-18,4,350.78922
2023-11-18,5,350.78922
2023-11-18,6,350.78922
2023-11-18,7,350.78922
2023-11-18,8,385.27822
2023-11-18,9,450.78922
2023-11-18,10,450.78922
2023-11-18,11,450.78922
2023-11-18,12,450.78922
2023-11-18,13,450.78922
2023-11-18,14,450.78922
2023-11-18,15,450.78922
2023-11-18,16,450.78922
2023-11-18,17,450.78922
2023-11-18,18,478.31422
2023-11-18,19,750.78922
2023-11-18,20,478.31422
2023-11-18,21,460.78922
2023-11-18,22,450.78922
2023-11-18,23,450.78922
2023-11-18,24,350.78922
2023-11-19,1,299.85278
2023-11-19,2,299.85278
2023-11-19,3,299.85278
2023-11-19,4,299.85278
2023-11-19,5,299.85278
2023-11-19,6,299.85278
2023-11-19,7,290.85278
2023-11-19,8,290.85278
2023-11-19,9,299.85278
2023-11-19,10,299.85278
2023-11-19,11,299.85278
2023-11-19,12,299.85278
2023-11-19,13,299.85278
2023-11-19,14,299.85278
2023-11-19,15,299.85278
2023-11-19,16,299.85278
2023-11-19,17,299.85278
2023-11-19,18,370.55078
2023-11-19,19,650.85278
2023-11-19,20,650.85278
2023-11-19,21,650.85278
2023-11-19,22,650.85278
2023-11-19,23,299.85278
2023-11-19,24,299.85278
2023-11-20,1,103.45265
2023-11-20,2,206.19265
2023-11-20,3,275.45265
2023-11-20,4,261.18165
2023-11-20,5,261.18165
2023-11-20,6,275.45265
2023-11-20,7,275.45265
2023-11-20,8,275.45265
2023-11-20,9,275.45265
2023-11-20,10,275.45265
2023-11-20,11,275.45265
2023-11-20,12,356.19465
2023-11-20,13,356.19465
2023-11-20,14,356.19465
2023-11-20,15,375.15065
2023-11-20,16,375.15065
2023-11-20,17,356.19465
2023-11-20,18,389.94165
2023-11-20,19,710.45265
2023-11-20,20,705.45265
2023-11-20,21,389.94165
2023-11-20,22,482.97765
2023-11-20,23,275.45265
2023-11-20,24,275.45265
2023-11-21,1,106.10716
2023-11-21,2,106.10716
2023-11-21,3,106.10716
2023-11-21,4,107.33016
2023-11-21,5,107.33016
2023-11-21,6,107.33016
2023-11-21,7,107.33016
2023-11-21,8,211.53816
2023-11-21,9,108.79816
2023-11-21,10,108.79816
2023-11-21,11,211.77816
2023-11-21,12,361.48316
2023-11-21,13,234.48816
2023-11-21,14,211.77816
2023-11-21,15,395.28716
2023-11-21,16,400.79816
2023-11-21,17,400.79816
2023-11-21,18,700.79816
2023-11-21,19,700.79816
2023-11-21,20,700.79816
2023-11-21,21,700.79816
2023-11-21,22,400.79816
2023-11-21,23,266.52716
2023-11-21,24,108.79816
2023-11-22,1,105.28744
2023-11-22,2,104.06444
2023-11-22,3,105.28744
2023-11-22,4,105.28744
2023-11-22,5,105.28744
2023-11-22,6,105.28744
2023-11-22,7,105.28744
2023-11-22,8,105.28744
2023-11-22,9,232.44544
2023-11-22,10,393.24444
2023-11-22,11,398.75544
2023-11-22,12,708.75544
2023-11-22,13,708.75544
2023-11-22,14,708.75544
2023-11-22,15,708.75544
2023-11-22,16,708.75544
2023-11-22,17,708.75544
2023-11-22,18,708.75544
2023-11-22,19,708.75544
2023-11-22,20,708.75544
2023-11-22,21,708.75544
2023-11-22,22,398.75544
2023-11-22,23,105.53544
2023-11-22,24,105.28744
2023-11-23,1,100.7856
2023-11-23,2,100.7856
2023-11-23,3,100.7856
2023-11-23,4,100.7856
2023-11-23,5,100.7866
2023-11-23,6,100.7866
2023-11-23,7,100.7866
2023-11-23,8,101.0336
2023-11-23,9,388.7426
2023-11-23,10,584.2536
2023-11-23,11,584.2536
2023-11-23,12,584.2536
2023-11-23,13,584.2536
2023-11-23,14,584.2536
2023-11-23,15,609.2536
2023-11-23,16,609.2536
2023-11-23,17,609.2536
2023-11-23,18,609.2536
2023-11-23,19,879.3676
2023-11-23,20,609.2536
2023-11-23,21,584.2536
2023-11-23,22,584.2536
2023-11-23,23,519.2536
2023-11-23,24,354.2536
2023-11-24,1,365.42378
2023-11-24,2,365.42378
2023-11-24,3,365.42378
2023-11-24,4,365.42378
2023-11-24,5,365.42378
2023-11-24,6,365.42378
2023-11-24,7,365.42378
2023-11-24,8,405.42378
2023-11-24,9,405.42378
2023-11-24,10,525.42378
2023-11-24,11,585.42378
2023-11-24,12,585.42378
2023-11-24,13,585.42378
2023-11-24,14,585.42378
2023-11-24,15,585.42378
2023-11-24,16,585.42378
2023-11-24,17,585.42378
2023-11-24,18,585.42378
2023-11-24,19,585.42378
2023-11-24,20,585.42378
2023-11-24,21,585.42378
2023-11-24,22,585.42378
2023-11-24,23,405.42378
2023-11-24,24,405.42378
2023-11-25,1,260.47577
2023-11-25,2,260.47577
2023-11-25,3,258.73477
2023-11-25,4,184.74677
2023-11-25,5,260.47577
2023-11-25,6,360.24677
2023-11-25,7,184.74677
2023-11-25,8,360.24677
2023-11-25,9,360.24677
2023-11-25,10,360.24677
2023-11-25,11,360.24677
2023-11-25,12,434.74677
2023-11-25,13,404.74677
2023-11-25,14,360.24677
2023-11-25,15,360.24677
2023-11-25,16,404.74677
2023-11-25,17,434.74677
2023-11-25,18,524.74677
2023-11-25,19,584.74677
2023-11-25,20,584.74677
2023-11-25,21,584.74677
2023-11-25,22,360.24677
2023-11-25,23,360.24677
2023-11-25,24,360.24677
2023-11-26,1,250.55615
2023-11-26,2,250.55615
2023-11-26,3,250.55615
2023-11-26,4,250.55615
2023-11-26,5,250.55615
2023-11-26,6,250.55615
2023-11-26,7,250.55615
2023-11-26,8,250.55615
2023-11-26,9,250.55615
2023-11-26,10,250.55615
2023-11-26,11,250.55615
2023-11-26,12,390.55615
2023-11-26,13,390.55615
2023-11-26,14,390.55615
2023-11-26,15,390.55615
2023-11-26,16,390.55615
2023-11-26,17,390.55615
2023-11-26,18,400.55615
2023-11-26,19,520.55615
2023-11-26,20,400.55615
2023-11-26,21,605.55615
2023-11-26,22,400.55615
2023-11-26,23,400.55615
2023-11-26,24,390.55615
2023-11-27,1,255.53356
2023-11-27,2,255.53356
2023-11-27,3,255.53356
2023-11-27,4,255.53356
2023-11-27,5,255.53356
2023-11-27,6,255.53356
2023-11-27,7,261.26256
2023-11-27,8,395.53356
2023-11-27,9,583.53356
2023-11-27,10,583.53356
2023-11-27,11,585.53356
2023-11-27,12,585.53356
2023-11-27,13,585.53356
2023-11-27,14,585.53356
2023-11-27,15,646.31356
2023-11-27,16,646.31356
2023-11-27,17,646.31356
2023-11-27,18,646.31356
2023-11-27,19,755.53356
2023-11-27,20,755.53356
2023-11-27,21,646.31356
2023-11-27,22,646.31356
2023-11-27,23,585.53356
2023-11-27,24,583.53356
2023-11-28,1,430.61505
2023-11-28,2,384.53005
2023-11-28,3,434.53005
2023-11-28,4,384.53005
2023-11-28,5,434.53005
2023-11-28,6,434.53005
2023-11-28,7,453.53005
2023-11-28,8,453.53005
2023-11-28,9,704.53005
2023-11-28,10,453.53005
2023-11-28,11,587.56905
2023-11-28,12,704.53005
2023-11-28,13,704.53005
2023-11-28,14,704.53005
2023-11-28,15,704.53005
2023-11-28,16,704.53005
2023-11-28,17,704.53005
2023-11-28,18,704.53005
2023-11-28,19,704.53005
2023-11-28,20,704.53005
2023-11-28,21,704.53005
2023-11-28,22,704.53005
2023-11-28,23,453.53005
2023-11-28,24,453.53005
2023-11-29,1,452.10547
2023-11-29,2,452.10547
2023-11-29,3,452.10547
2023-11-29,4,282.10547
2023-11-29,5,282.10547
2023-11-29,6,452.10547
2023-11-29,7,452.10547
2023-11-29,8,452.10547
2023-11-29,9,452.10547
2023-11-29,10,472.10547
2023-11-29,11,502.10547
2023-11-29,12,532.10547
2023-11-29,13,502.10547
2023-11-29,14,585.14447
2023-11-29,15,685.10547
2023-11-29,16,685.10547
2023-11-29,17,685.10547
2023-11-29,18,685.10547
2023-11-29,19,685.10547
2023-11-29,20,685.10547
2023-11-29,21,685.10547
2023-11-29,22,685.10547
2023-11-29,23,532.10547
2023-11-29,24,472.10547
2023-11-30,1,591.21098
2023-11-30,2,533.21098
2023-11-30,3,533.21098
2023-11-30,4,533.21098
2023-11-30,5,533.21098
2023-11-30,6,533.21098
2023-11-30,7,591.21098
2023-11-30,8,591.21098
2023-11-30,9,711.58898
2023-11-30,10,591.21098
2023-11-30,11,725.21098
2023-11-30,12,725.21098
2023-11-30,13,725.21098
2023-11-30,14,725.21098
2023-11-30,15,726.21098
2023-11-30,16,726.21098
2023-11-30,17,726.21098
2023-11-30,18,726.21098
2023-11-30,19,749.21098
2023-11-30,20,749.21098
2023-11-30,21,749.21098
2023-11-30,22,749.21098
2023-11-30,23,591.21098
2023-11-30,24,591.21098
2023-12-01,1,589.37329
2023-12-01,2,559.37329
2023-12-01,3,559.37329
2023-12-01,4,559.37329
2023-12-01,5,559.37329
2023-12-01,6,559.37329
2023-12-01,7,656.37329
2023-12-01,8,656.37329
2023-12-01,9,727.60729
2023-12-01,10,749.37329
2023-12-01,11,755.37329
2023-12-01,12,755.37329
2023-12-01,13,755.37329
2023-12-01,14,755.37329
2023-12-01,15,763.37329
2023-12-01,16,763.37329
2023-12-01,17,763.37329
2023-12-01,18,763.37329
2023-12-01,19,763.37329
2023-12-01,20,763.37329
2023-12-01,21,763.37329
2023-12-01,22,763.37329
2023-12-01,23,755.37329
2023-12-01,24,749.37329
2023-12-02,1,742.83258
2023-12-02,2,728.87558
2023-12-02,3,728.87558
2023-12-02,4,728.87558
2023-12-02,5,728.87558
2023-12-02,6,728.87558
2023-12-02,7,728.87558
2023-12-02,8,728.87558
2023-12-02,9,728.87558
2023-12-02,10,742.83258
2023-12-02,11,763.87558
2023-12-02,12,763.87558
2023-12-02,13,763.87558
2023-12-02,14,763.87558
2023-12-02,15,763.87558
2023-12-02,16,763.87558
2023-12-02,17,763.87558
2023-12-02,18,788.37558
2023-12-02,19,788.37558
2023-12-02,20,788.37558
2023-12-02,21,788.37558
2023-12-02,22,763.87558
2023-12-02,23,763.87558
2023-12-02,24,742.83258
2023-12-03,1,745.77379
2023-12-03,2,745.77379
2023-12-03,3,745.77379
2023-12-03,4,745.77379
2023-12-03,5,745.77379
2023-12-03,6,745.77379
2023-12-03,7,715.77379
2023-12-03,8,620.77379
2023-12-03,9,640.32679
2023-12-03,10,745.77379
2023-12-03,11,745.77379
2023-12-03,12,745.77379
2023-12-03,13,745.77379
2023-12-03,14,745.77379
2023-12-03,15,753.27379
2023-12-03,16,753.27379
2023-12-03,17,753.27379
2023-12-03,18,753.27379
2023-12-03,19,760.77379
2023-12-03,20,760.77379
2023-12-03,21,760.77379
2023-12-03,22,760.77379
2023-12-03,23,753.27379
2023-12-03,24,753.27379
2023-12-04,1,639.33223
2023-12-04,2,619.77923
2023-12-04,3,725.21423
2023-12-04,4,619.77923
2023-12-04,5,725.21423
2023-12-04,6,725.21423
2023-12-04,7,694.77923
2023-12-04,8,729.77923
2023-12-04,9,769.77923
2023-12-04,10,769.77923
2023-12-04,11,769.77923
2023-12-04,12,769.77923
2023-12-04,13,799.77923
2023-12-04,14,769.77923
2023-12-04,15,769.77923
2023-12-04,16,805.27923
2023-12-04,17,805.27923
2023-12-04,18,805.27923
2023-12-04,19,814.77923
2023-12-04,20,814.77923
2023-12-04,21,814.77923
2023-12-04,22,799.77923
2023-12-04,23,799.77923
2023-12-04,24,805.27923
2023-12-05,1,754.78864
2023-12-05,2,753.78864
2023-12-05,3,753.78864
2023-12-05,4,753.78864
2023-12-05,5,753.78864
2023-12-05,6,753.78864
2023-12-05,7,753.78864
2023-12-05,8,753.78864
2023-12-05,9,753.78864
2023-12-05,10,754.78864
2023-12-05,11,817.78864
2023-12-05,12,822.78864
2023-12-05,13,822.78864
2023-12-05,14,822.78864
2023-12-05,15,852.78864
2023-12-05,16,852.78864
2023-12-05,17,852.78864
2023-12-05,18,852.78864
2023-12-05,19,852.78864
2023-12-05,20,852.78864
2023-12-05,21,822.78864
2023-12-05,22,817.78864
2023-12-05,23,852.78864
2023-12-05,24,822.78864
2023-12-06,1,803.77734
2023-12-06,2,803.77734
2023-12-06,3,803.77734
2023-12-06,4,803.77734
2023-12-06,5,803.77734
2023-12-06,6,803.77734
2023-12-06,7,803.77734
2023-12-06,8,803.77734
2023-12-06,9,804.77734
2023-12-06,10,804.77734
2023-12-06,11,804.77734
2023-12-06,12,824.74534
2023-12-06,13,824.74534
2023-12-06,14,824.74534
2023-12-06,15,824.74534
2023-12-06,16,824.74534
2023-12-06,17,824.74534
2023-12-06,18,824.74534
2023-12-06,19,824.74534
2023-12-06,20,824.74534
2023-12-06,21,824.74534
2023-12-06,22,804.77734
